,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Datetime,yr,mo,day
1785,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,39,0,2007-08-15,2007,8,15
1786,CULEX PIPIENS,T046,41.891118,-87.65449100000001,31,0,2007-08-15,2007,8,15
1787,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,7,0,2007-08-15,2007,8,15
1788,CULEX RESTUANS,T048,41.867108,-87.654224,1,1,2007-08-15,2007,8,15
1789,CULEX PIPIENS,T048,41.867108,-87.654224,3,1,2007-08-15,2007,8,15
1790,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,17,0,2007-08-15,2007,8,15
1791,CULEX RESTUANS,T049,41.896282,-87.655232,1,1,2007-08-15,2007,8,15
1792,CULEX PIPIENS,T049,41.896282,-87.655232,7,0,2007-08-15,2007,8,15
1793,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,3,0,2007-08-15,2007,8,15
1794,CULEX PIPIENS,T050,41.919343,-87.694259,2,0,2007-08-15,2007,8,15
1795,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,5,0,2007-08-15,2007,8,15
1796,CULEX PIPIENS,T054,41.921965,-87.632085,2,0,2007-08-15,2007,8,15
1797,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,15,0,2007-08-15,2007,8,15
1798,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007-08-15,2007,8,15
1799,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,40,0,2007-08-15,2007,8,15
1800,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,40,0,2007-08-15,2007,8,15
1801,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,50,0,2007-08-15,2007,8,15
1802,CULEX RESTUANS,T086,41.688324,-87.676709,1,1,2007-08-15,2007,8,15
1803,CULEX RESTUANS,T086,41.688324,-87.676709,5,0,2007-08-15,2007,8,15
1804,CULEX PIPIENS,T086,41.688324,-87.676709,30,0,2007-08-15,2007,8,15
1805,CULEX PIPIENS,T086,41.688324,-87.676709,29,0,2007-08-15,2007,8,15
1806,CULEX PIPIENS,T086,41.688324,-87.676709,45,0,2007-08-15,2007,8,15
1807,CULEX PIPIENS,T086,41.688324,-87.676709,34,0,2007-08-15,2007,8,15
1808,CULEX TERRITANS,T086,41.688324,-87.676709,1,0,2007-08-15,2007,8,15
1809,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,3,0,2007-08-15,2007,8,15
1810,CULEX PIPIENS,T091,41.862292,-87.64886,9,0,2007-08-15,2007,8,15
1811,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,13,0,2007-08-15,2007,8,15
1812,CULEX PIPIENS,T094,41.720848,-87.666014,13,0,2007-08-15,2007,8,15
1813,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,12,0,2007-08-15,2007,8,15
1814,CULEX RESTUANS,T096,41.731922,-87.677512,3,0,2007-08-15,2007,8,15
1815,CULEX PIPIENS,T096,41.731922,-87.677512,17,0,2007-08-15,2007,8,15
1816,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,9,0,2007-08-15,2007,8,15
1817,CULEX RESTUANS,T129,41.891126,-87.61156,1,0,2007-08-15,2007,8,15
1818,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,25,1,2007-08-15,2007,8,15
1819,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,42,1,2007-08-15,2007,8,15
1820,CULEX RESTUANS,T143,41.999128999999996,-87.795585,1,0,2007-08-15,2007,8,15
1821,CULEX PIPIENS,T143,41.999128999999996,-87.795585,31,1,2007-08-15,2007,8,15
1822,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,1,0,2007-08-15,2007,8,15
1823,CULEX PIPIENS,T148,42.01743,-87.68776899999999,5,0,2007-08-15,2007,8,15
1824,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,3,0,2007-08-15,2007,8,15
1825,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,49,0,2007-08-15,2007,8,15
1826,CULEX PIPIENS,T153,41.907645,-87.760886,20,0,2007-08-15,2007,8,15
1827,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,44,0,2007-08-15,2007,8,15
1828,CULEX RESTUANS,T159,41.732984,-87.649642,3,0,2007-08-15,2007,8,15
1829,CULEX PIPIENS,T159,41.732984,-87.649642,45,0,2007-08-15,2007,8,15
1830,CULEX PIPIENS,T159,41.732984,-87.649642,45,0,2007-08-15,2007,8,15
1831,CULEX PIPIENS/RESTUANS,T009,41.981964000000005,-87.812827,38,1,2007-08-15,2007,8,15
1832,CULEX PIPIENS,T009,41.981964000000005,-87.812827,27,1,2007-08-15,2007,8,15
1833,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,39,1,2007-08-15,2007,8,15
1834,CULEX PIPIENS,T011,41.944869,-87.832763,25,1,2007-08-15,2007,8,15
1835,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,49,1,2007-08-15,2007,8,15
1836,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,49,0,2007-08-15,2007,8,15
1837,CULEX PIPIENS,T016,42.011601,-87.81150600000001,50,1,2007-08-15,2007,8,15
1838,CULEX PIPIENS,T016,42.011601,-87.81150600000001,50,1,2007-08-15,2007,8,15
1839,CULEX PIPIENS,T016,42.011601,-87.81150600000001,18,1,2007-08-15,2007,8,15
1840,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.69845699999999,15,0,2007-08-15,2007,8,15
1841,CULEX PIPIENS,T019,41.94983,-87.69845699999999,17,0,2007-08-15,2007,8,15
1842,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,4,0,2007-08-15,2007,8,15
1843,CULEX PIPIENS,T025,41.979243,-87.750938,5,0,2007-08-15,2007,8,15
1844,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,6,0,2007-08-15,2007,8,15
1845,CULEX PIPIENS,T028,41.986921,-87.689778,4,0,2007-08-15,2007,8,15
1846,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,1,0,2007-08-15,2007,8,15
1847,CULEX PIPIENS,T031,41.801497999999995,-87.763416,1,0,2007-08-15,2007,8,15
1848,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,50,0,2007-08-15,2007,8,15
1849,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,7,0,2007-08-15,2007,8,15
1850,CULEX PIPIENS,T033,41.906638,-87.701431,14,1,2007-08-15,2007,8,15
1851,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,12,0,2007-08-15,2007,8,15
1852,CULEX PIPIENS,T089,41.723195000000004,-87.64997,16,0,2007-08-15,2007,8,15
1853,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,5,0,2007-08-15,2007,8,15
1854,CULEX RESTUANS,T090,41.868077,-87.666901,3,0,2007-08-15,2007,8,15
1855,CULEX PIPIENS,T090,41.868077,-87.666901,6,0,2007-08-15,2007,8,15
1856,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,3,0,2007-08-15,2007,8,15
1857,CULEX PIPIENS,T092,41.869215999999994,-87.627561,11,0,2007-08-15,2007,8,15
1858,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,31,0,2007-08-15,2007,8,15
1859,CULEX RESTUANS,T135,41.662014,-87.72460799999999,9,0,2007-08-15,2007,8,15
1860,CULEX PIPIENS,T135,41.662014,-87.72460799999999,50,0,2007-08-15,2007,8,15
1861,CULEX PIPIENS,T135,41.662014,-87.72460799999999,50,0,2007-08-15,2007,8,15
1862,CULEX PIPIENS,T135,41.662014,-87.72460799999999,42,0,2007-08-15,2007,8,15
1863,CULEX PIPIENS,T135,41.662014,-87.72460799999999,11,0,2007-08-15,2007,8,15
1864,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007-08-15,2007,8,15
1865,CULEX PIPIENS,T141,41.961743,-87.76007,2,0,2007-08-15,2007,8,15
1866,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,11,0,2007-08-15,2007,8,15
1867,CULEX PIPIENS,T142,41.953067,-87.776792,9,1,2007-08-15,2007,8,15
1868,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,30,0,2007-08-15,2007,8,15
1869,CULEX PIPIENS,T145,41.878114000000004,-87.629798,25,1,2007-08-15,2007,8,15
1870,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,2,0,2007-08-15,2007,8,15
1871,CULEX PIPIENS,T147,41.932094,-87.700117,1,0,2007-08-15,2007,8,15
1872,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,2007-08-15,2007,8,15
1873,CULEX PIPIENS,T149,41.994469,-87.667736,1,0,2007-08-15,2007,8,15
1874,CULEX PIPIENS/RESTUANS,T150,42.006858,-87.675919,2,0,2007-08-15,2007,8,15
1875,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,21,0,2007-08-15,2007,8,15
1876,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,50,0,2007-08-15,2007,8,15
1877,CULEX RESTUANS,T151,41.916265,-87.800515,5,0,2007-08-15,2007,8,15
1878,CULEX PIPIENS,T151,41.916265,-87.800515,36,0,2007-08-15,2007,8,15
1879,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,7,0,2007-08-15,2007,8,15
1880,CULEX PIPIENS,T152,41.846075,-87.716277,2,0,2007-08-15,2007,8,15
1881,CULEX PIPIENS/RESTUANS,T154,41.918704999999996,-87.752329,37,0,2007-08-15,2007,8,15
1882,CULEX RESTUANS,T154,41.918704999999996,-87.752329,1,0,2007-08-15,2007,8,15
1883,CULEX PIPIENS,T154,41.918704999999996,-87.752329,14,1,2007-08-15,2007,8,15
1884,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,39,0,2007-08-15,2007,8,15
1885,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,30,1,2007-08-15,2007,8,15
1886,CULEX RESTUANS,T158,41.682587,-87.707973,4,0,2007-08-15,2007,8,15
1887,CULEX PIPIENS,T158,41.682587,-87.707973,36,0,2007-08-15,2007,8,15
1888,CULEX PIPIENS,T158,41.682587,-87.707973,43,0,2007-08-15,2007,8,15
1889,CULEX PIPIENS/RESTUANS,T162,41.725516999999996,-87.61425799999999,6,0,2007-08-15,2007,8,15
1890,CULEX PIPIENS,T162,41.725516999999996,-87.61425799999999,3,0,2007-08-15,2007,8,15
1891,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,7,0,2007-08-15,2007,8,15
1892,CULEX PIPIENS,T218,41.948167,-87.730698,4,0,2007-08-15,2007,8,15
1893,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,3,0,2007-08-15,2007,8,15
1894,CULEX PIPIENS,T220,41.963976,-87.69181,9,0,2007-08-15,2007,8,15
1895,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,5,0,2007-08-15,2007,8,15
1896,CULEX PIPIENS,T001,41.953705,-87.733974,5,0,2007-08-15,2007,8,15
1897,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,27,1,2007-08-15,2007,8,15
1898,CULEX RESTUANS,T003,41.964242,-87.757639,2,0,2007-08-15,2007,8,15
1899,CULEX PIPIENS,T003,41.964242,-87.757639,6,0,2007-08-15,2007,8,15
1900,CULEX PIPIENS,T003,41.964242,-87.757639,49,1,2007-08-15,2007,8,15
1901,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,16,1,2007-08-15,2007,8,15
1902,CULEX PIPIENS,T006,41.990284,-87.797127,20,1,2007-08-15,2007,8,15
1903,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,38,0,2007-08-15,2007,8,15
1904,CULEX PIPIENS,T008,42.008314,-87.77792099999999,12,1,2007-08-15,2007,8,15
1905,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,21,0,2007-08-15,2007,8,15
1906,CULEX PIPIENS,T012,41.991429,-87.747113,16,1,2007-08-15,2007,8,15
1907,CULEX PIPIENS/RESTUANS,T034,41.843810999999995,-87.686763,10,0,2007-08-15,2007,8,15
1908,CULEX PIPIENS,T034,41.843810999999995,-87.686763,1,0,2007-08-15,2007,8,15
1909,CULEX TERRITANS,T034,41.843810999999995,-87.686763,1,0,2007-08-15,2007,8,15
1910,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,35,0,2007-08-15,2007,8,15
1911,CULEX PIPIENS,T037,41.921177,-87.79518,5,0,2007-08-15,2007,8,15
1912,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,4,0,2007-08-15,2007,8,15
1913,CULEX PIPIENS,T043,41.857402,-87.694991,1,0,2007-08-15,2007,8,15
1914,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,7,0,2007-08-15,2007,8,15
1915,CULEX PIPIENS,T047,41.868142,-87.696269,8,0,2007-08-15,2007,8,15
1916,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,1,0,2007-08-15,2007,8,15
1917,CULEX PIPIENS,T051,41.846283,-87.656913,2,0,2007-08-15,2007,8,15
1918,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,24,0,2007-08-15,2007,8,15
1919,CULEX PIPIENS,T085,41.721474,-87.648064,20,0,2007-08-15,2007,8,15
1920,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,1,0,2007-08-15,2007,8,15
1921,CULEX RESTUANS,T088,41.869107,-87.69629300000001,1,0,2007-08-15,2007,8,15
1922,CULEX PIPIENS,T088,41.869107,-87.69629300000001,4,0,2007-08-15,2007,8,15
1923,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,6,0,2007-08-15,2007,8,15
1924,CULEX PIPIENS,T161,41.719059,-87.675088,4,0,2007-08-15,2007,8,15
1925,CULEX PIPIENS/RESTUANS,T219,41.966986999999996,-87.674677,4,0,2007-08-15,2007,8,15
1926,CULEX PIPIENS,T219,41.966986999999996,-87.674677,4,0,2007-08-15,2007,8,15
1927,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,50,0,2007-08-15,2007,8,15
1928,CULEX RESTUANS,T013,41.923738,-87.785288,1,0,2007-08-15,2007,8,15
1929,CULEX PIPIENS,T013,41.923738,-87.785288,26,0,2007-08-15,2007,8,15
1930,CULEX TERRITANS,T013,41.923738,-87.785288,2,0,2007-08-15,2007,8,15
1931,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,49,0,2007-08-15,2007,8,15
1932,CULEX PIPIENS,T014,41.970248,-87.787992,44,0,2007-08-15,2007,8,15
1933,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214000000001,1,0,2007-08-15,2007,8,15
1934,CULEX PIPIENS,T018,42.010412,-87.66214000000001,2,0,2007-08-15,2007,8,15
1935,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,2,0,2007-08-15,2007,8,15
1936,CULEX PIPIENS,T030,41.899229999999996,-87.716788,9,0,2007-08-15,2007,8,15
1937,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,6,0,2007-08-15,2007,8,15
1938,CULEX PIPIENS,T084,41.692555,-87.598865,9,0,2007-08-15,2007,8,15
1939,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,48,0,2007-08-15,2007,8,15
1940,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,32,0,2007-08-15,2007,8,15
1941,CULEX PIPIENS,T144,41.94016,-87.794896,21,0,2007-08-15,2007,8,15
1942,CULEX PIPIENS,T144,41.94016,-87.794896,42,0,2007-08-15,2007,8,15
1943,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,9,0,2007-08-15,2007,8,15
1944,CULEX PIPIENS,T160,41.903002,-87.68826700000001,7,0,2007-08-15,2007,8,15
1945,CULEX PIPIENS/RESTUANS,T005,41.942114000000004,-87.776385,7,0,2007-08-15,2007,8,15
1946,CULEX PIPIENS,T005,41.942114000000004,-87.776385,5,0,2007-08-15,2007,8,15
1947,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,3,0,2007-08-15,2007,8,15
1948,CULEX PIPIENS,T017,41.960615999999995,-87.777189,3,0,2007-08-15,2007,8,15
1949,CULEX PIPIENS/RESTUANS,T044,41.883284,-87.705085,3,0,2007-08-15,2007,8,15
1950,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,4,0,2007-08-15,2007,8,15
1951,CULEX RESTUANS,T095,41.704336,-87.70373599999999,2,0,2007-08-15,2007,8,15
1952,CULEX PIPIENS,T095,41.704336,-87.70373599999999,2,0,2007-08-15,2007,8,15
1953,CULEX PIPIENS/RESTUANS,T004,41.962728000000006,-87.748367,1,0,2007-08-15,2007,8,15
1954,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,9,0,2007-08-15,2007,8,15
1955,CULEX RESTUANS,T035,41.836644,-87.677737,1,1,2007-08-15,2007,8,15
1956,CULEX PIPIENS,T035,41.836644,-87.677737,4,0,2007-08-15,2007,8,15
1957,CULEX PIPIENS/RESTUANS,T036,41.837084999999995,-87.729384,5,0,2007-08-15,2007,8,15
1958,CULEX RESTUANS,T036,41.837084999999995,-87.729384,1,0,2007-08-15,2007,8,15
1959,CULEX PIPIENS,T036,41.837084999999995,-87.729384,4,0,2007-08-15,2007,8,15
1960,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,20,0,2007-08-15,2007,8,15
1961,CULEX RESTUANS,T039,41.911823999999996,-87.726737,1,0,2007-08-15,2007,8,15
1962,CULEX PIPIENS,T039,41.911823999999996,-87.726737,3,0,2007-08-15,2007,8,15
1963,CULEX PIPIENS,T060,41.823065,-87.67837800000001,1,0,2007-08-15,2007,8,15
1964,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,16,0,2007-08-15,2007,8,15
1965,CULEX PIPIENS,T061,41.801179,-87.679447,35,1,2007-08-15,2007,8,15
1966,CULEX PIPIENS,T062,41.800737,-87.71188000000001,8,0,2007-08-15,2007,8,15
1967,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,41,0,2007-08-15,2007,8,15
1968,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,29,0,2007-08-15,2007,8,15
1969,CULEX RESTUANS,T065,41.778296999999995,-87.752411,5,0,2007-08-15,2007,8,15
1970,CULEX PIPIENS,T065,41.778296999999995,-87.752411,47,0,2007-08-15,2007,8,15
1971,CULEX PIPIENS,T065,41.778296999999995,-87.752411,33,0,2007-08-15,2007,8,15
1972,CULEX TERRITANS,T065,41.778296999999995,-87.752411,1,0,2007-08-15,2007,8,15
1973,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,4,0,2007-08-15,2007,8,15
1974,CULEX RESTUANS,T066,41.77166,-87.703047,1,0,2007-08-15,2007,8,15
1975,CULEX PIPIENS,T066,41.77166,-87.703047,20,1,2007-08-15,2007,8,15
1976,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,19,0,2007-08-15,2007,8,15
1977,CULEX PIPIENS,T067,41.759346,-87.745602,5,0,2007-08-15,2007,8,15
1978,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,18,0,2007-08-15,2007,8,15
1979,CULEX PIPIENS,T069,41.768388,-87.678649,8,0,2007-08-15,2007,8,15
1980,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,11,0,2007-08-15,2007,8,15
1981,CULEX PIPIENS,T070,41.797616,-87.797894,5,0,2007-08-15,2007,8,15
1982,CULEX PIPIENS/RESTUANS,T071,41.781416,-87.77653199999999,1,0,2007-08-15,2007,8,15
1983,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,20,0,2007-08-15,2007,8,15
1984,CULEX PIPIENS,T073,41.773215,-87.60088,14,0,2007-08-15,2007,8,15
1985,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,43,0,2007-08-15,2007,8,15
1986,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,43,0,2007-08-15,2007,8,15
1987,CULEX RESTUANS,T074,41.822536,-87.66634300000001,3,0,2007-08-15,2007,8,15
1988,CULEX PIPIENS,T074,41.822536,-87.66634300000001,39,1,2007-08-15,2007,8,15
1989,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,3,0,2007-08-15,2007,8,15
1990,CULEX RESTUANS,T075,41.799282,-87.585487,2,0,2007-08-15,2007,8,15
1991,CULEX PIPIENS,T075,41.799282,-87.585487,3,0,2007-08-15,2007,8,15
1992,CULEX PIPIENS/RESTUANS,T076,41.794781,-87.615989,2,0,2007-08-15,2007,8,15
1993,CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,1,0,2007-08-15,2007,8,15
1994,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,15,0,2007-08-15,2007,8,15
1995,CULEX PIPIENS,T079,41.766202,-87.562889,6,0,2007-08-15,2007,8,15
1996,CULEX TERRITANS,T079,41.766202,-87.562889,1,0,2007-08-15,2007,8,15
1997,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,6,0,2007-08-15,2007,8,15
1998,CULEX PIPIENS,T080,41.754676,-87.612922,5,0,2007-08-15,2007,8,15
1999,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.62779599999999,20,0,2007-08-15,2007,8,15
2000,CULEX PIPIENS,T081,41.821582,-87.62779599999999,26,0,2007-08-15,2007,8,15
2001,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,30,0,2007-08-15,2007,8,15
2002,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,50,0,2007-08-15,2007,8,15
2003,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,50,0,2007-08-15,2007,8,15
2004,CULEX RESTUANS,T082,41.803422999999995,-87.642984,2,0,2007-08-15,2007,8,15
2005,CULEX PIPIENS,T082,41.803422999999995,-87.642984,36,1,2007-08-15,2007,8,15
2006,CULEX PIPIENS,T082,41.803422999999995,-87.642984,43,0,2007-08-15,2007,8,15
2007,CULEX PIPIENS,T083,41.754292,-87.590773,5,0,2007-08-15,2007,8,15
2008,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,24,0,2007-08-15,2007,8,15
2009,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,50,0,2007-08-15,2007,8,15
2010,CULEX RESTUANS,T114,41.798697,-87.736812,1,0,2007-08-15,2007,8,15
2011,CULEX PIPIENS,T114,41.798697,-87.736812,23,1,2007-08-15,2007,8,15
2012,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,20,1,2007-08-15,2007,8,15
2013,CULEX PIPIENS,T155,41.776156,-87.778927,26,1,2007-08-15,2007,8,15
2014,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,18,0,2007-08-15,2007,8,15
2015,CULEX PIPIENS,T063,41.82561,-87.726549,13,0,2007-08-15,2007,8,15
2016,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-15,2007,8,15
2017,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,7,0,2007-08-15,2007,8,15
2018,CULEX PIPIENS,T138,41.726465000000005,-87.585413,3,0,2007-08-15,2007,8,15
2019,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,4,0,2007-08-15,2007,8,15
2020,CULEX PIPIENS,T107,41.729669,-87.582699,9,0,2007-08-15,2007,8,15
2021,CULEX PIPIENS/RESTUANS,T072,41.74785,-87.70271600000001,1,0,2007-08-15,2007,8,15
2022,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.60449799999999,10,0,2007-08-15,2007,8,15
2023,CULEX PIPIENS,T097,41.644612,-87.60449799999999,15,0,2007-08-15,2007,8,15
2024,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,4,0,2007-08-15,2007,8,15
2025,CULEX PIPIENS,T099,41.733643,-87.55551,2,0,2007-08-15,2007,8,15
2026,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,32,0,2007-08-15,2007,8,15
2027,CULEX PIPIENS,T100,41.717753,-87.531657,34,0,2007-08-15,2007,8,15
2028,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,15,0,2007-08-15,2007,8,15
2029,CULEX PIPIENS,T102,41.750498,-87.605294,18,0,2007-08-15,2007,8,15
2030,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,50,0,2007-08-15,2007,8,15
2031,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,33,0,2007-08-15,2007,8,15
2032,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,50,0,2007-08-15,2007,8,15
2033,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,20,0,2007-08-15,2007,8,15
2034,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,50,0,2007-08-15,2007,8,15
2035,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,50,0,2007-08-15,2007,8,15
2036,CULEX PIPIENS,T103,41.702723999999996,-87.536497,50,0,2007-08-15,2007,8,15
2037,CULEX PIPIENS,T103,41.702723999999996,-87.536497,18,0,2007-08-15,2007,8,15
2038,CULEX PIPIENS,T103,41.702723999999996,-87.536497,46,0,2007-08-15,2007,8,15
2039,CULEX PIPIENS,T103,41.702723999999996,-87.536497,43,0,2007-08-15,2007,8,15
2040,CULEX SALINARIUS,T103,41.702723999999996,-87.536497,1,0,2007-08-15,2007,8,15
2041,CULEX TERRITANS,T103,41.702723999999996,-87.536497,6,0,2007-08-15,2007,8,15
2042,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,1,0,2007-08-15,2007,8,15
2043,CULEX PIPIENS,T027,41.984809000000006,-87.728492,1,0,2007-08-15,2007,8,15
2044,CULEX PIPIENS/RESTUANS,T156,41.772846,-87.740029,6,0,2007-08-15,2007,8,15
2045,CULEX PIPIENS,T156,41.772846,-87.740029,7,0,2007-08-15,2007,8,15
2046,CULEX PIPIENS/RESTUANS,T157,41.825902,-87.667827,14,0,2007-08-15,2007,8,15
2047,CULEX PIPIENS,T157,41.825902,-87.667827,6,0,2007-08-15,2007,8,15
2048,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,10,0,2007-08-16,2007,8,16
2049,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2050,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,44,1,2007-08-16,2007,8,16
2051,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2052,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2053,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2054,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2055,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2056,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2057,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2058,CULEX PIPIENS,T115,41.673408,-87.599862,50,1,2007-08-16,2007,8,16
2059,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2060,CULEX PIPIENS,T115,41.673408,-87.599862,50,0,2007-08-16,2007,8,16
2061,CULEX PIPIENS,T115,41.673408,-87.599862,50,1,2007-08-16,2007,8,16
