,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Datetime,yr,mo,day
2416,1,70,58,64,-9,52,58,0.0,0.00,29.37,30.07,8.7,3,9.6,2013-08-13,2013,8,13
2418,1,72,56,64,-8,50,56,0.0,0.00,29.44,30.16,3.9,4,7.1,2013-08-14,2013,8,14
2420,1,75,55,65,-7,53,58,0.0,0.00,29.40,30.13,4.2,24,4.9,2013-08-15,2013,8,15
2422,1,82,55,69,-3,52,60,0.0,0.00,29.44,30.15,2.8,4,5.2,2013-08-16,2013,8,16
2424,1,81,57,69,-3,56,62,0.0,0.00,29.47,30.19,5.7,8,6.4,2013-08-17,2013,8,17
2426,1,81,59,70,-2,57,63,0.0,0.00,29.41,30.14,3.7,8,4.8,2013-08-18,2013,8,18
2428,1,85,57,71, 0,60,65,0.0,0.00,29.34,30.07,5.1,25,5.3,2013-08-19,2013,8,19
2430,1,88,66,77, 6,62,68,0.0,0.00,29.34,30.06,7.7,22,8.0,2013-08-20,2013,8,20
2432,1,90,68,79, 8,65,70,0.0,0.01,29.30,30.02,8.6,23,9.0,2013-08-21,2013,8,21
2434,1,78,68,73, 2,67,69,0.0,0.23,29.36,30.05,1.5,23,7.0,2013-08-22,2013,8,22
2436,1,82,62,72, 1,55,63,0.0,0.00,29.43,30.14,6.1,6,6.8,2013-08-23,2013,8,23
2438,1,86,60,73, 2,59,65,0.0,0.00,29.49,30.20,5.3,17,6.1,2013-08-24,2013,8,24
2440,1,89,65,77, 7,62,68,0.0,0.00,29.46,30.18,9.2,22,9.6,2013-08-25,2013,8,25
2442,1,92,70,81,11,68,72,0.0,0.00,29.34,30.06,9.0,24,9.4,2013-08-26,2013,8,26
2444,1,96,77,87,17,70,75,0.0,0.00,29.18,29.90,11.7,24,12.0,2013-08-27,2013,8,27
2446,1,83,71,77, 7,69,72,0.0,0.00,29.26,29.95,6.9,3,9.3,2013-08-28,2013,8,28
2448,1,89,66,78, 8,64,69,0.0,0.00,29.29,30.01,3.9,10,4.7,2013-08-29,2013,8,29
2450,1,96,67,82,12,68,72,0.0,0.36,29.13,29.86,4.4,26,8.3,2013-08-30,2013,8,30
2452,1,78,71,75, 6,67,69,0.0,0.07,29.10,29.82,6.1,5,7.2,2013-08-31,2013,8,31
2454,1,85,65,75, 7,67,70,0.0,0.14,29.05,29.76,4.2,29,5.2,2013-09-01,2013,9,1
2456,1,79,60,70, 2,61,64,0.0,0.00,29.21,29.90,8.1,2,9.2,2013-09-02,2013,9,2
2458,1,77,57,67,-1,54,59,0.0,0.00,29.32,30.02,4.0,30,5.8,2013-09-03,2013,9,3
2460,1,84,59,72, 4,57,63,0.0,0.00,29.37,30.08,6.2,26,7.0,2013-09-04,2013,9,4
2462,1,74,59,67, 0,54,60,0.0,  T,29.49,30.20,9.0,5,9.2,2013-09-05,2013,9,5
2464,1,86,57,72, 5,58,64,0.0,0.00,29.38,30.11,4.7,20,6.0,2013-09-06,2013,9,6
2466,1,88,65,77,10,62,68,0.0,0.01,29.21,29.94,5.7,23,6.9,2013-09-07,2013,9,7
2468,1,77,71,74, 8,66,69,0.0,0.00,29.26,29.98,10.5,7,11.9,2013-09-08,2013,9,8
2470,1,94,68,81,15,70,74,0.0,0.00,29.15,29.86,9.0,20,10.1,2013-09-09,2013,9,9
2472,1,95,77,86,20,64,71,0.0,0.00,29.25,29.95,12.1,24,12.5,2013-09-10,2013,9,10
2474,1,91,75,83,18,66,71,0.0,  T,29.28,29.98,4.2,27,7.5,2013-09-11,2013,9,11
2476,1,82,62,72, 7,59,64,0.0,  T,29.28,29.98,7.0,35,9.4,2013-09-12,2013,9,12
2478,1,67,52,60,-5,45,52,0.0,0.00,29.41,30.13,10.7,1,11.5,2013-09-13,2013,9,13
2480,1,72,47,60,-4,43,52,0.0,0.00,29.36,30.10,4.7,21,5.9,2013-09-14,2013,9,14
2482,1,62,56,59,-5,52,55,0.0,0.65,29.34,30.06,1.1,2,5.4,2013-09-15,2013,9,15
2484,1,64,51,58,-6,47,52,0.0,0.00,29.59,30.30,9.7,3,10.8,2013-09-16,2013,9,16
2486,1,71,49,60,-4,51,56,0.0,0.00,29.49,30.23,7.0,13,7.6,2013-09-17,2013,9,17
2488,1,81,60,71, 7,60,64,0.0,0.55,29.26,30.01,8.7,18,9.0,2013-09-18,2013,9,18
2490,1,84,69,77,14,68,70,0.0,0.84,29.14,29.87,8.3,16,10.6,2013-09-19,2013,9,19
2492,1,76,58,67, 5,60,63,0.0,  T,29.08,29.80,10.1,26,11.0,2013-09-20,2013,9,20
2494,1,67,52,60,-2,48,53,0.0,0.00,29.17,29.87,9.6,33,10.0,2013-09-21,2013,9,21
2496,1,67,49,58,-4,47,52,0.0,0.00,29.30,30.01,6.2,4,7.5,2013-09-22,2013,9,22
2498,1,67,46,57,-4,48,53,0.0,0.00,29.34,30.06,4.9,10,6.1,2013-09-23,2013,9,23
2500,1,70,49,60,-1,49,54,0.0,0.00,29.26,30.00,6.2,10,8.0,2013-09-24,2013,9,24
2502,1,70,51,61, 0,52,56,0.0,0.00,29.23,29.95,4.8,5,5.7,2013-09-25,2013,9,25
2504,1,75,50,63, 3,52,58,0.0,0.00,29.34,30.04,3.8,8,4.2,2013-09-26,2013,9,26
2506,1,81,52,67, 7,51,57,0.0,0.00,29.38,30.09,7.0,13,7.4,2013-09-27,2013,9,27
2508,1,84,55,70,11,56,62,0.0,0.20,29.24,29.98,10.9,19,12.7,2013-09-28,2013,9,28
2510,1,68,51,60, 1,49,54,0.0,0.18,29.29,30.01,6.0,36,7.6,2013-09-29,2013,9,29
2512,1,74,47,61, 2,49,55,0.0,0.00,29.21,29.93,5.8,19,6.2,2013-09-30,2013,9,30
2514,1,79,62,71,13,62,65,0.0,0.00,29.21,29.92,12.5,22,12.2,2013-10-01,2013,10,1
2516,1,76,62,69,11,50,59,0.0,0.00,29.31,30.02,4.7,7,6.4,2013-10-02,2013,10,2
2518,1,78,60,69,12,65,67,0.0,0.12,29.19,29.91,7.4,19,7.9,2013-10-03,2013,10,3
2520,1,74,65,70,13,65,66,0.0,  T,29.23,29.94,2.6,12,6.2,2013-10-04,2013,10,4
2522,1,80,61,71,14,66,68,0.0,0.82,29.11,29.84,5.2,19,6.4,2013-10-05,2013,10,5
2524,1,64,45,55,-1,44,49,0.0,0.09,29.02,29.75,8.7,25,9.5,2013-10-06,2013,10,6
2526,1,68,45,57, 1,45,50,0.0,  T,29.23,29.92,6.1,28,9.0,2013-10-07,2013,10,7
2528,1,75,43,59, 3,48,53,0.0,0.00,29.42,30.13,4.7,18,5.6,2013-10-08,2013,10,8
2530,1,71,48,60, 5,47,53,0.0,0.00,29.45,30.18,3.6,12,4.6,2013-10-09,2013,10,9
2532,1,74,46,60, 5,50,55,0.0,0.00,29.37,30.11,2.9,13,3.9,2013-10-10,2013,10,10
2534,1,76,51,64,10,51,56,0.0,0.00,29.28,30.02,7.3,14,7.7,2013-10-11,2013,10,11
2536,1,73,46,60, 6,54,57,0.0,0.12,29.32,30.02,5.7,21,7.4,2013-10-12,2013,10,12
2538,1,64,44,54, 1,41,48,0.0,0.00,29.62,30.32,5.3,32,6.6,2013-10-13,2013,10,13
2540,1,62,42,52,-1,44,49,0.0,0.00,29.53,30.29,6.6,8,8.4,2013-10-14,2013,10,14
2542,1,64,49,57, 4,51,54,0.0,0.07,29.14,29.91,7.6,19,10.6,2013-10-15,2013,10,15
2544,1,54,47,51,-1,45,48,0.0,  T,29.16,29.89,10.5,25,10.8,2013-10-16,2013,10,16
2546,1,53,40,47,-5,44,46,0.0,0.29,29.12,29.86,6.1,26,6.9,2013-10-17,2013,10,17
2548,1,50,39,45,-6,40,43,0.0,0.00,29.18,29.91,8.3,26,8.7,2013-10-18,2013,10,18
2550,1,54,42,48,-3,37,42,0.0,0.01,29.10,29.83,8.9,25,9.2,2013-10-19,2013,10,19
2552,1,61,36,49,-1,42,46,0.0,0.01,29.07,29.80,5.1,20,6.1,2013-10-20,2013,10,20
2554,1,55,33,44,-6,31,38,0.0,  T,29.19,29.90,10.8,27,11.5,2013-10-21,2013,10,21
2556,1,42,29,36,-14,31,34,  T,  T,29.21,29.95,5.4,26,6.1,2013-10-22,2013,10,22
2558,1,46,32,39,-10,27,34,0.0,  T,29.24,29.98,9.2,30,10.0,2013-10-23,2013,10,23
2560,1,44,31,38,-11,25,33,  T,  T,29.45,30.16,10.3,30,10.9,2013-10-24,2013,10,24
2562,1,51,29,40,-8,26,35,0.0,0.00,29.47,30.24,10.8,24,11.7,2013-10-25,2013,10,25
2564,1,55,37,46,-2,29,39,0.0,0.00,29.22,29.96,10.9,27,14.2,2013-10-26,2013,10,26
2566,1,54,29,42,-6,29,37,0.0,0.00,29.28,30.02,6.3,23,6.6,2013-10-27,2013,10,27
2568,1,53,35,44,-3,37,41,0.0,0.00,29.54,30.26,9.0,4,9.4,2013-10-28,2013,10,28
2570,1,57,42,50, 3,40,45,0.0,  T,29.49,30.25,6.1,10,7.5,2013-10-29,2013,10,29
2572,1,63,43,53, 7,52,53,0.0,0.55,29.22,30.00,6.6,15,7.5,2013-10-30,2013,10,30
2574,1,64,46,55, 9,56,57,0.0,1.04,28.69,29.45,9.4,24,11.5,2013-10-31,2013,10,31
2576,1,49,42,46,-7,38,42,0.0,0.09,29.02,29.74,13.5,24,13.4,2014-05-01,2014,5,1
2578,1,53,46,50,-4,39,45,0.0,  T,29.03,29.77,10.2,24,11.5,2014-05-02,2014,5,2
2580,1,67,46,57, 3,37,48,0.0,0.00,29.07,29.77,13.8,28,14.7,2014-05-03,2014,5,3
2582,1,58,44,51,-3,29,41,0.0,0.00,29.31,30.01,4.8,3,10.0,2014-05-04,2014,5,4
2584,1,55,43,49,-6,34,42,0.0,0.05,29.26,29.98,12.6,5,13.1,2014-05-05,2014,5,5
2586,1,63,41,52,-3,34,45,0.0,0.00,29.21,29.95,12.6,7,13.7,2014-05-06,2014,5,6
2588,1,78,48,63, 8,42,50,0.0,  T,29.10,29.82,7.5,8,8.9,2014-05-07,2014,5,7
2590,1,89,51,70,14,55,63,0.0,0.10,29.08,29.80,13.7,21,14.2,2014-05-08,2014,5,8
2592,1,73,54,64, 8,52,58,0.0,1.03,29.03,29.74,13.2,24,16.0,2014-05-09,2014,5,9
2594,1,77,47,62, 6,42,52,0.0,0.00,29.19,29.91,2.9,25,6.9,2014-05-10,2014,5,10
2596,1,81,52,67,10,53,59,0.0,0.12,29.19,29.91,7.6,16,8.9,2014-05-11,2014,5,11
2598,1,84,64,74,17,64,67,0.0,2.09,29.13,29.85,6.6,19,12.0,2014-05-12,2014,5,12
2600,1,67,52,60, 2,53,56,0.0,0.12,29.29,29.98,9.5,26,12.3,2014-05-13,2014,5,13
2602,1,56,44,50,-8,39,46,0.0,0.02,29.36,30.09,10.9,2,12.0,2014-05-14,2014,5,14
2604,1,55,40,48,-10,35,41,0.0,0.19,29.26,30.00,10.3,1,13.6,2014-05-15,2014,5,15
2606,1,46,37,42,-17,34,38,0.0,0.10,29.33,30.05,4.9,6,8.0,2014-05-16,2014,5,16
2608,1,60,39,50,-9,33,42,0.0,0.00,29.40,30.12,7.7,26,8.5,2014-05-17,2014,5,17
2610,1,69,47,58,-2,37,48,0.0,0.00,29.47,30.19,9.8,22,10.5,2014-05-18,2014,5,18
2612,1,69,45,57,-3,40,50,0.0,  T,29.34,30.10,12.7,16,13.3,2014-05-19,2014,5,19
2614,1,85,62,74,13,58,63,0.0,0.82,29.12,29.86,9.9,20,11.1,2014-05-20,2014,5,20
2616,1,86,63,75,14,55,63,0.0,0.01,29.16,29.86,4.4,31,7.5,2014-05-21,2014,5,21
2618,1,70,53,62, 1,47,54,0.0,0.00,29.36,30.06,4.0,5,6.8,2014-05-22,2014,5,22
2620,1,69,48,59,-2,43,51,0.0,0.00,29.47,30.18,6.2,5,6.5,2014-05-23,2014,5,23
2622,1,74,47,61,-1,42,52,0.0,0.00,29.44,30.18,3.9,6,5.2,2014-05-24,2014,5,24
2624,1,83,50,67, 5,46,56,0.0,0.00,29.35,30.08,2.3,15,5.0,2014-05-25,2014,5,25
2626,1,87,61,74,12,59,65,0.0,0.00,29.25,29.98,5.9,21,7.5,2014-05-26,2014,5,26
2628,1,85,58,72,10,61,65,0.0,0.21,29.21,29.91,5.3,25,10.0,2014-05-27,2014,5,27
2630,1,71,56,64, 1,49,55,0.0,0.03,29.29,30.00,9.1,4,9.3,2014-05-28,2014,5,28
2632,1,76,54,65, 1,51,57,0.0,0.00,29.38,30.09,8.4,5,9.0,2014-05-29,2014,5,29
2634,1,79,53,66, 2,49,57,0.0,0.00,29.44,30.15,6.1,6,7.0,2014-05-30,2014,5,30
2636,1,88,54,71, 7,50,59,0.0,0.00,29.39,30.12,5.8,12,8.0,2014-05-31,2014,5,31
2638,1,90,63,77,13,59,66,0.0,  T,29.24,29.96,12.9,18,13.0,2014-06-01,2014,6,1
2640,1,83,68,76,12,62,67,0.0,0.14,29.11,29.83,13.2,22,14.6,2014-06-02,2014,6,2
2642,1,81,66,74,10,50,60,0.0,0.00,29.18,29.89,7.2,28,9.8,2014-06-03,2014,6,3
2644,1,70,55,63,-1,53,57,0.0,0.19,29.13,29.85,7.8,6,9.3,2014-06-04,2014,6,4
2646,1,76,52,64,-1,42,53,0.0,0.00,29.23,29.95,5.0,6,6.0,2014-06-05,2014,6,5
2648,1,81,49,65,-1,40,54,0.0,0.00,29.26,29.98,3.9,11,4.9,2014-06-06,2014,6,6
2650,1,84,57,71, 5,50,59,0.0,0.08,29.18,29.91,3.3,9,7.7,2014-06-07,2014,6,7
2652,1,72,54,63,-3,44,53,0.0,0.23,29.28,29.98,13.9,2,14.1,2014-06-08,2014,6,8
2654,1,78,55,67, 1,48,55,0.0,0.00,29.24,29.96,7.7,4,8.5,2014-06-09,2014,6,9
2656,1,66,56,61,-6,51,55,0.0,1.26,29.12,29.87,10.0,3,10.3,2014-06-10,2014,6,10
2658,1,67,57,62,-5,55,58,0.0,0.52,29.00,29.71,6.4,34,7.4,2014-06-11,2014,6,11
2660,1,79,58,69, 1,56,62,0.0,  T,29.08,29.78,8.6,27,10.0,2014-06-12,2014,6,12
2662,1,75,55,65,-3,41,52,0.0,0.00,29.26,29.96,6.4,31,9.8,2014-06-13,2014,6,13
2664,1,79,52,66,-2,43,55,0.0,0.00,29.31,30.03,7.8,17,8.3,2014-06-14,2014,6,14
2666,1,84,60,72, 4,55,63,0.0,0.00,29.17,29.89,14.3,19,15.7,2014-06-15,2014,6,15
2668,1,88,67,78, 9,61,67,0.0,0.00,29.24,29.97,7.4,21,8.7,2014-06-16,2014,6,16
2670,1,91,77,84,15,64,70,0.0,  T,29.15,29.86,9.1,22,12.6,2014-06-17,2014,6,17
2672,1,82,61,72, 2,63,66,0.0,0.65,29.24,29.93,2.0,23,10.2,2014-06-18,2014,6,18
2674,1,79,59,69,-1,61,64,0.0,0.32,29.33,30.04,6.0,7,8.2,2014-06-19,2014,6,19
2676,1,85,63,74, 4,63,67,0.0,0.01,29.23,29.94,2.6,30,8.5,2014-06-20,2014,6,20
2678,1,84,60,72, 2,62,65,0.0,1.28,29.21,29.92,0.7,17,7.3,2014-06-21,2014,6,21
2680,1,82,63,73, 3,61,64,0.0,0.00,29.16,29.88,4.4,7,4.9,2014-06-22,2014,6,22
2682,1,81,66,74, 4,65,68,0.0,0.05,29.11,29.83,2.9,22,5.5,2014-06-23,2014,6,23
2684,1,87,70,79, 8,65,69,0.0,0.41,29.15,29.85,0.8,36,4.7,2014-06-24,2014,6,24
2686,1,80,59,70,-1,58,61,0.0,  T,29.28,29.98,6.8,4,7.3,2014-06-25,2014,6,25
2688,1,78,59,69,-2,57,61,0.0,0.00,29.34,30.04,6.2,5,6.8,2014-06-26,2014,6,26
2690,1,88,59,74, 3,62,67,0.0,  T,29.28,30.00,7.9,16,9.8,2014-06-27,2014,6,27
2692,1,87,71,79, 8,67,70,0.0,0.00,29.23,29.96,11.8,18,12.1,2014-06-28,2014,6,28
2694,1,85,69,77, 6,67,71,0.0,0.07,29.20,29.90,12.3,21,12.9,2014-06-29,2014,6,29
2696,1,87,67,77, 5,67,70,0.0,2.60,29.05,29.77,6.3,20,12.6,2014-06-30,2014,6,30
2698,1,80,67,74, 2,60,65,0.0,  T,29.02,29.72,12.3,24,12.4,2014-07-01,2014,7,1
2700,1,70,56,63,-9,53,57,0.0,0.12,29.23,29.92,5.3,30,9.6,2014-07-02,2014,7,2
2702,1,76,56,66,-6,48,56,0.0,0.07,29.41,30.11,2.2,30,6.8,2014-07-03,2014,7,3
2704,1,79,58,69,-3,48,57,0.0,0.00,29.54,30.26,2.9,6,7.2,2014-07-04,2014,7,4
2706,1,77,60,69,-3,54,60,0.0,  T,29.41,30.16,8.0,21,8.3,2014-07-05,2014,7,5
2708,1,87,63,75, 3,63,68,0.0,0.00,29.10,29.85,11.8,22,12.3,2014-07-06,2014,7,6
2710,1,88,71,80, 8,63,69,0.0,0.63,29.00,29.72,6.9,27,8.6,2014-07-07,2014,7,7
2712,1,81,66,74, 1,59,65,0.0,0.54,29.01,29.70,10.9,28,12.0,2014-07-08,2014,7,8
2714,1,80,62,71,-2,54,61,0.0,0.00,29.25,29.93,6.8,32,8.4,2014-07-09,2014,7,9
2716,1,79,60,70,-3,53,60,0.0,0.00,29.42,30.13,4.1,10,4.4,2014-07-10,2014,7,10
2718,1,81,60,71,-2,54,61,0.0,0.01,29.42,30.14,5.1,18,5.4,2014-07-11,2014,7,11
2720,1,80,70,75, 2,66,69,0.0,0.47,29.23,29.97,9.1,20,10.5,2014-07-12,2014,7,12
2722,1,85,68,77, 4,61,67,0.0,0.01,29.18,29.90,8.9,28,9.7,2014-07-13,2014,7,13
2724,1,80,61,71,-2,54,61,0.0,0.20,29.11,29.83,7.3,31,8.1,2014-07-14,2014,7,14
2726,1,70,55,63,-11,50,56,0.0,0.05,29.21,29.91,10.0,30,10.5,2014-07-15,2014,7,15
2728,1,72,55,64,-10,47,55,0.0,0.00,29.29,30.00,3.3,2,7.4,2014-07-16,2014,7,16
2730,1,78,54,66,-8,50,57,0.0,0.00,29.37,30.08,3.0,12,5.5,2014-07-17,2014,7,17
2732,1,79,59,69,-5,53,60,0.0,0.00,29.39,30.12,5.7,14,6.9,2014-07-18,2014,7,18
2734,1,80,57,69,-5,52,60,0.0,0.00,29.33,30.05,4.2,11,4.6,2014-07-19,2014,7,19
2736,1,82,60,71,-3,56,63,0.0,0.00,29.31,30.03,4.0,22,4.5,2014-07-20,2014,7,20
2738,1,86,63,75, 1,61,66,0.0,0.00,29.34,30.05,6.9,20,7.2,2014-07-21,2014,7,21
2740,1,90,69,80, 6,67,71,0.0,0.01,29.27,29.97,8.3,22,11.9,2014-07-22,2014,7,22
2742,1,75,59,67,-7,51,58,0.0,0.00,29.41,30.12,15.7,2,16.1,2014-07-23,2014,7,23
2744,1,75,57,66,-8,47,56,0.0,0.00,29.39,30.11,6.2,5,8.8,2014-07-24,2014,7,24
2746,1,75,55,65,-9,54,60,0.0,  T,29.24,29.98,8.4,21,9.1,2014-07-25,2014,7,25
2748,1,84,68,76, 2,63,67,0.0,0.00,29.10,29.83,3.9,24,5.5,2014-07-26,2014,7,26
2750,1,87,65,76, 2,59,66,0.0,0.02,29.08,29.77,12.2,30,15.0,2014-07-27,2014,7,27
2752,1,73,59,66,-8,48,56,0.0,0.00,29.33,30.03,9.2,36,11.1,2014-07-28,2014,7,28
2754,1,81,58,70,-4,53,60,0.0,0.01,29.28,30.00,8.4,30,9.6,2014-07-29,2014,7,29
2756,1,79,59,69,-5,54,60,0.0,0.00,29.29,30.01,2.2,33,7.0,2014-07-30,2014,7,30
2758,1,84,59,72,-2,55,62,0.0,0.00,29.30,30.01,8.0,26,8.4,2014-07-31,2014,7,31
2760,1,85,62,74, 1,56,63,0.0,0.15,29.34,30.06,2.4,22,6.9,2014-08-01,2014,8,1
2762,1,86,59,73, 0,53,61,0.0,0.00,29.40,30.11,1.6,4,4.2,2014-08-02,2014,8,2
2764,1,87,62,75, 2,58,65,0.0,0.00,29.38,30.09,4.5,26,6.9,2014-08-03,2014,8,3
2766,1,87,67,77, 4,60,65,0.0,2.76,29.34,30.06,0.4,33,7.5,2014-08-04,2014,8,4
2768,1,80,64,72,-1,62,65,0.0,  T,29.31,30.03,4.8,3,6.3,2014-08-05,2014,8,5
2770,1,80,62,71,-2,54,61,0.0,0.00,29.34,30.05,5.1,3,6.3,2014-08-06,2014,8,6
2772,1,81,61,71,-2,56,63,0.0,0.00,29.34,30.06,8.3,8,9.0,2014-08-07,2014,8,7
2774,1,82,66,74, 1,57,64,0.0,0.00,29.34,30.05,10.1,7,10.7,2014-08-08,2014,8,8
2776,1,80,66,73, 0,57,63,0.0,0.00,29.34,30.07,8.6,6,9.1,2014-08-09,2014,8,9
2778,1,81,69,75, 2,59,65,0.0,0.00,29.28,30.00,7.7,4,8.6,2014-08-10,2014,8,10
2780,1,82,67,75, 2,63,67,0.0,0.85,29.11,29.84,4.4,32,6.8,2014-08-11,2014,8,11
2782,1,70,61,66,-7,55,59,0.0,0.07,29.17,29.87,11.2,32,12.0,2014-08-12,2014,8,12
2784,1,82,57,70,-3,55,61,0.0,0.00,29.29,29.99,4.6,31,9.3,2014-08-13,2014,8,13
2786,1,72,57,65,-7,48,56,0.0,0.00,29.35,30.07,7.0,5,7.7,2014-08-14,2014,8,14
2788,1,78,52,65,-7,50,58,0.0,0.00,29.28,30.02,5.2,24,6.0,2014-08-15,2014,8,15
2790,1,82,62,72, 0,61,65,0.0,0.00,29.20,29.91,7.9,24,8.3,2014-08-16,2014,8,16
2792,1,71,64,68,-4,61,63,0.0,  T,29.23,29.96,7.9,3,8.5,2014-08-17,2014,8,17
2794,1,83,65,74, 2,62,66,0.0,0.00,29.12,29.85,2.8,22,4.9,2014-08-18,2014,8,18
2796,1,86,69,78, 7,65,69,0.0,0.09,29.02,29.72,9.2,24,10.7,2014-08-19,2014,8,19
2798,1,86,66,76, 5,63,68,0.0,0.00,29.17,29.86,7.4,25,7.9,2014-08-20,2014,8,20
2800,1,79,70,75, 4,68,70,0.0,0.98,29.21,29.92,2.8,18,5.0,2014-08-21,2014,8,21
2802,1,86,72,79, 8,70,73,0.0,1.58,29.21,29.92,3.4,23,5.1,2014-08-22,2014,8,22
2804,1,86,68,77, 6,69,71,0.0,0.34,29.25,29.96,2.6,7,5.0,2014-08-23,2014,8,23
2806,1,88,70,79, 8,69,72,0.0,0.00,29.26,29.97,6.6,12,7.4,2014-08-24,2014,8,24
2808,1,88,71,80,10,68,71,0.0,0.01,29.28,29.99,3.0,18,6.7,2014-08-25,2014,8,25
2810,1,85,71,78, 8,65,69,0.0,0.12,29.34,30.06,1.8,36,6.1,2014-08-26,2014,8,26
2812,1,82,67,75, 5,60,65,0.0,0.00,29.40,30.11,5.9,5,6.9,2014-08-27,2014,8,27
2814,1,77,67,72, 2,57,63,0.0,  T,29.35,30.08,7.6,8,8.6,2014-08-28,2014,8,28
2816,1,86,71,79, 9,67,70,0.0,0.08,29.19,29.92,10.7,17,11.1,2014-08-29,2014,8,29
2818,1,83,70,77, 7,65,69,0.0,0.27,29.15,29.85,10.7,23,11.7,2014-08-30,2014,8,30
2820,1,85,68,77, 8,65,69,0.0,0.00,29.18,29.89,5.7,21,6.6,2014-08-31,2014,8,31
2822,1,83,70,77, 9,65,69,0.0,0.36,29.07,29.77,10.7,22,11.5,2014-09-01,2014,9,1
2824,1,82,67,75, 7,60,65,0.0,0.01,29.18,29.88,5.4,28,5.9,2014-09-02,2014,9,2
2826,1,83,61,72, 4,59,65,0.0,0.00,29.26,29.97,5.3,20,6.7,2014-09-03,2014,9,3
2828,1,85,71,78,10,66,70,0.0,0.26,29.21,29.93,11.4,20,12.6,2014-09-04,2014,9,4
2830,1,88,64,76, 9,65,69,0.0,0.50,29.27,29.96,7.8,27,11.0,2014-09-05,2014,9,5
2832,1,75,60,68, 1,51,58,0.0,0.00,29.42,30.13,7.1,33,8.4,2014-09-06,2014,9,6
2834,1,80,54,67, 0,49,57,0.0,0.00,29.44,30.16,1.0,12,4.3,2014-09-07,2014,9,7
2836,1,77,55,66, 0,52,59,0.0,0.00,29.33,30.07,6.0,17,6.2,2014-09-08,2014,9,8
2838,1,79,63,71, 5,59,64,0.0,0.01,29.18,29.93,7.2,18,7.6,2014-09-09,2014,9,9
2840,1,80,56,68, 2,61,64,0.0,1.31,28.97,29.67,7.3,25,15.8,2014-09-10,2014,9,10
2842,1,56,50,53,-12,42,47,0.0,0.00,29.46,30.15,9.8,35,10.3,2014-09-11,2014,9,11
2844,1,55,44,50,-15,43,46,0.0,0.13,29.55,30.27,11.7,35,12.5,2014-09-12,2014,9,12
2846,1,59,41,50,-15,40,44,0.0,0.00,29.59,30.33,3.2,33,7.7,2014-09-13,2014,9,13
2848,1,65,42,54,-10,43,49,0.0,0.00,29.49,30.25,4.5,22,4.8,2014-09-14,2014,9,14
2850,1,62,51,57,-7,48,52,0.0,  T,29.41,30.14,2.2,30,4.9,2014-09-15,2014,9,15
2852,1,68,44,56,-8,43,50,0.0,0.00,29.41,30.15,3.0,30,4.4,2014-09-16,2014,9,16
2854,1,70,48,59,-5,45,52,0.0,0.00,29.29,30.02,0.4,17,2.8,2014-09-17,2014,9,17
2856,1,70,53,62,-2,52,56,0.0,0.00,29.40,30.12,5.5,4,6.3,2014-09-18,2014,9,18
2858,1,78,53,66, 3,48,56,0.0,0.00,29.31,30.06,10.7,18,11.5,2014-09-19,2014,9,19
2860,1,77,63,70, 8,61,64,0.0,0.12,29.10,29.83,9.8,23,10.1,2014-09-20,2014,9,20
2862,1,69,51,60,-2,50,55,0.0,  T,29.26,29.94,10.5,31,12.7,2014-09-21,2014,9,21
2864,1,67,46,57,-5,43,49,0.0,0.00,29.52,30.22,1.7,31,5.5,2014-09-22,2014,9,22
2866,1,74,51,63, 2,46,53,0.0,0.00,29.57,30.30,1.9,20,4.3,2014-09-23,2014,9,23
2868,1,77,54,66, 5,49,56,0.0,0.00,29.57,30.30,4.3,13,5.6,2014-09-24,2014,9,24
2870,1,74,56,65, 4,52,58,0.0,0.00,29.52,30.25,0.6,11,1.9,2014-09-25,2014,9,25
2872,1,79,51,65, 5,53,58,0.0,0.00,29.51,30.23,3.7,6,4.5,2014-09-26,2014,9,26
2874,1,79,54,67, 7,54,59,0.0,0.00,29.47,30.21,3.1,7,3.8,2014-09-27,2014,9,27
2876,1,78,53,66, 7,55,59,0.0,0.00,29.38,30.12,2.3,6,3.2,2014-09-28,2014,9,28
2878,1,83,53,68, 9,54,58,0.0,0.01,29.28,30.00,5.0,36,9.0,2014-09-29,2014,9,29
2880,1,58,47,53,-6,47,50,0.0,  T,29.29,30.03,8.8,2,9.7,2014-09-30,2014,9,30
2882,1,70,49,60, 2,50,55,0.0,0.00,29.22,29.95,10.3,13,10.4,2014-10-01,2014,10,1
2884,1,72,63,68,10,61,63,0.0,0.32,29.03,29.78,7.2,17,7.9,2014-10-02,2014,10,2
2886,1,65,43,54,-3,45,49,0.0,0.68,28.95,29.67,15.1,28,16.4,2014-10-03,2014,10,3
2888,1,47,35,41,-16,34,39,  T,0.06,29.00,29.72,13.5,26,13.8,2014-10-04,2014,10,4
2890,1,55,37,46,-11,35,42,0.0,0.01,28.95,29.68,8.5,23,9.0,2014-10-05,2014,10,5
2892,1,61,42,52,-4,38,45,0.0,0.01,28.89,29.61,7.9,25,8.8,2014-10-06,2014,10,6
2894,1,66,48,57, 1,43,50,0.0,  T,29.00,29.69,9.8,25,11.5,2014-10-07,2014,10,7
